Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Clinton,Sanders,Biden,Chafee,Lessig,O'Malley,Webb,Undecided,Pollster URL,Source URL,Partisan,Affiliation
CNN,2015-09-04,2015-09-08,2015-09-11 06:14:40 UTC,395,Registered Voters - Democrat,Live Phone,37,27,20,0,,3,2,5,http://elections.huffingtonpost.com/pollster/polls/cnn-22704,http://i2.cdn.turner.com/cnn/2015/images/09/10/demsclinton.pdf,Nonpartisan,None
Morning Consult,2015-09-04,2015-09-07,2015-09-11 01:23:37 UTC,893,Registered Voters - Democrat,Internet,51,27,,1,,1,1,13,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22702,http://morningconsult.com/2015/09/poll-carson-sprints-to-second-as-trumps-lead-softens/,Nonpartisan,None
Monmouth University,2015-08-31,2015-09-02,2015-09-08 21:05:33 UTC,339,Registered Voters - Democrat,Live Phone,42,20,22,0,,1,1,14,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-22682,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/a35d9ff8-45d4-476d-8751-f0f2e6b54a7b.pdf,Nonpartisan,None
Ipsos/Reuters,2015-08-29,2015-09-02,2015-09-05 01:01:15 UTC,606,Adults - Democrat,Internet,44,24,17,1,,0,0,10,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-22681,http://big.assets.huffingtonpost.com/2015ReutersTrackingCorePolitical9.02.15.pdf,Nonpartisan,None
YouGov/Economist,2015-08-28,2015-09-01,2015-09-04 00:23:18 UTC,647,Registered Voters - Democrat,Internet,44,25,21,0,,2,1,5,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22658,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/i2pntevdjk/econToplines.pdf,Nonpartisan,None
Morning Consult,2015-08-28,2015-08-30,2015-09-01 01:13:04 UTC,913,Registered Voters - Democrat,Internet,52,23,,1,,1,2,14,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22639,http://morningconsult.com/2015/08/trump-clinton-lead-primary-matchups-bush-ties-carson-for-runner-up/,Nonpartisan,None
PPP (D),2015-08-28,2015-08-30,2015-09-01 18:55:29 UTC,545,Likely Voters - Democrat,IVR/Online,55,20,,1,1,4,3,15,http://elections.huffingtonpost.com/pollster/polls/ppp-d-22644,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_90115.pdf,Pollster,Dem
Ipsos/Reuters,2015-08-22,2015-08-26,2015-08-28 22:44:47 UTC,452,Adults - Democrat,Internet,48,22,15,0,,1,2,9,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-22625,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=6965,Nonpartisan,None
Quinnipiac,2015-08-20,2015-08-25,2015-08-27 20:23:23 UTC,647,Registered Voters - Democrat,Live Phone,45,22,18,0,,1,1,13,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22620,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2274,Nonpartisan,None
Gravis Marketing/One America News,2015-08-21,2015-08-22,2015-08-28 01:14:31 UTC,1266,Likely Voters - Democrat,Automated Phone,54,21,13,1,,2,2,,http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-one-america-news-22623,http://www.oann.com/trump-breaks-new-ceiling-in-national-gop-poll/,Sponsor,Rep
Ipsos/Reuters,2015-08-15,2015-08-19,2015-08-22 01:07:31 UTC,356,Adults - Democrat,Internet,47,23,12,1,,1,1,11,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-22595,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=6956,Nonpartisan,None
YouGov/Economist,2015-08-14,2015-08-18,2015-08-24 22:00:52 UTC,676,Registered Voters - Democrat,Internet,47,26,14,1,,1,1,7,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22601,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zvg9hui4lt/econToplines.pdf,Nonpartisan,None
Morning Consult,2015-08-14,2015-08-16,2015-08-17 21:24:54 UTC,884,Registered Voters - Democrat,Internet,50,24,,1,,3,1,21,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22565,http://morningconsult.com/2015/08/clintons-lead-slips-as-voters-question-email-server-explanations/,Nonpartisan,None
CNN,2015-08-13,2015-08-16,2015-08-19 18:29:16 UTC,358,Registered Voters - Democrat,Live Phone,47,29,14,0,,2,1,3,http://elections.huffingtonpost.com/pollster/polls/cnn-22576,http://i2.cdn.turner.com/cnn/2015/images/08/18/rel8b.-.democrats.2016.pdf,Nonpartisan,None
FOX,2015-08-11,2015-08-13,2015-08-17 19:09:50 UTC,401,Likely Voters - Democrat,Live Phone,49,30,10,0,,1,1,4,http://elections.huffingtonpost.com/pollster/polls/fox-22562,http://www.foxnews.com/politics/interactive/2015/08/14/fox-news-poll-sanders-gains-on-clinton/,Nonpartisan,None
Ipsos/Reuters,2015-08-08,2015-08-12,2015-08-14 21:17:02 UTC,520,Adults - Democrat,Internet,55,18,11,0,,2,1,10,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-22559,http://www.ipsos-na.com/download/pr.aspx?id=14767,Nonpartisan,None
Morning Consult,2015-08-07,2015-08-09,2015-08-10 21:38:34 UTC,896,Registered Voters - Democrat,Internet,56,19,,1,,4,2,12,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22526,http://big.assets.huffingtonpost.com/150802_topline_trend_v4_KD.pdf,Nonpartisan,None
Ipsos/Reuters,2015-08-01,2015-08-05,2015-08-07 01:31:53 UTC,409,Adults - Democrat,Internet,52,17,14,1,,1,0,11,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-22515,http://ipsos-na.com/news-polls/pressrelease.aspx?id=6931,Nonpartisan,None
Zogby (Internet)/ University of Akron,2015-08-03,2015-08-04,2015-08-06 21:06:17 UTC,459,Likely Voters - Democrat,Internet,48,15,21,,,3,2,10,http://elections.huffingtonpost.com/pollster/polls/zogby-internet-university-of-akron-22501,http://big.assets.huffingtonpost.com/ZogbyDemPrimary080415.pdf,Nonpartisan,None
YouGov/Economist,2015-07-31,2015-08-04,2015-08-07 21:46:40 UTC,635,Registered Voters - Democrat,Internet,51,21,13,1,,1,2,10,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22516,https://today.yougov.com/news/2015/08/05/gop-debate-trumps-moment/,Nonpartisan,None
Morning Consult,2015-07-31,2015-08-03,2015-08-05 01:23:17 UTC,860,Registered Voters - Democrat,Internet,60,16,,1,,2,2,13,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22487,http://big.assets.huffingtonpost.com/150706_crosstabs_trend_v1_JW.pdf,Nonpartisan,None
FOX,2015-07-30,2015-08-02,2015-08-04 02:31:58 UTC,499,Likely Voters - Democrat,Live Phone,51,22,13,1,,1,1,6,http://elections.huffingtonpost.com/pollster/polls/fox-22473,http://www.foxnews.com/politics/interactive/2015/08/03/poll-new-high-for-trump-new-low-for-clinton/,Nonpartisan,None
Monmouth University,2015-07-30,2015-08-02,2015-08-05 19:27:53 UTC,429,Registered Voters - Democrat,Live Phone,52,16,12,0,,2,2,14,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-22491,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/b22fd0c3-5562-4e9d-99ae-680cd35121bb.pdf,Nonpartisan,None
CBS,2015-07-29,2015-08-02,2015-08-06 01:01:56 UTC,362,Likely Voters - Democrat,Live Phone,58,17,11,1,,1,2,7,http://elections.huffingtonpost.com/pollster/polls/cbs-22498,http://www.scribd.com/doc/273549998/Topline-CBS-Dems-8-4-15-Poll-1,Nonpartisan,None
NBC/WSJ,2015-07-26,2015-07-30,2015-08-03 01:44:59 UTC,252,Likely Voters - Democrat,Live Phone,59,25,,1,,3,3,8,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-22460,http://msnbcmedia.msn.com/i/MSNBC/Components/Photo/_new/15313JulyNBCWSJPOLL.pdf,Nonpartisan,None
Gravis Marketing/One America News,2015-07-29,2015-07-29,2015-08-05 22:47:03 UTC,803,Likely Voters - Democrat,Automated Phone,55,18,8,2,,3,5,,http://elections.huffingtonpost.com/pollster/polls/gravis-marketing-one-america-news-22497,http://www.oann.com/pollnational/,Sponsor,Rep
Ipsos/Reuters,2015-07-25,2015-07-29,2015-08-05 00:43:28 UTC,505,Adults - Democrat,Internet,58,15,12,0,,1,1,9,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-22486,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=6928,Nonpartisan,None
Emerson College Polling Society,2015-07-26,2015-07-28,2015-08-11 20:17:22 UTC,481,Likely Voters - Democrat,Automated Phone,54,33,9,1,,2,1,,http://elections.huffingtonpost.com/pollster/polls/emerson-college-polling-society-22537,http://media.wix.com/ugd/3bebb2_6f8188f5b1ac4e45bd6a2bd76268e55a.pdf,Nonpartisan,None
Quinnipiac,2015-07-23,2015-07-28,2015-08-03 00:50:33 UTC,681,Registered Voters - Democrat,Live Phone,55,17,13,0,,1,1,12,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22459,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2264,Nonpartisan,None
CNN,2015-07-22,2015-07-25,2015-07-27 22:01:00 UTC,392,Likely Voters - Democrat,Live Phone,56,19,15,0,,0,1,4,http://elections.huffingtonpost.com/pollster/polls/cnn-22434,http://www.cnn.com/2015/07/26/politics/cnn-orc-data/index.html,Nonpartisan,None
PPP (D),2015-07-20,2015-07-21,2015-07-23 17:55:26 UTC,496,Likely Voters - Democrat,IVR/Online,57,22,,3,,2,5,12,http://elections.huffingtonpost.com/pollster/polls/ppp-d-22415,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_72215.pdf,Pollster,Dem
YouGov/Economist,2015-07-18,2015-07-20,2015-07-24 23:47:03 UTC,320,Registered Voters - Democrat,Internet,56,18,13,1,,0,0,10,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22430,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dvxmmch9lj/econTabReport2.pdf,Nonpartisan,None
Morning Consult,2015-07-17,2015-07-20,2015-07-21 23:09:47 UTC,882,Registered Voters - Democrat,Internet,52,16,11,,,0,0,9,http://elections.huffingtonpost.com/pollster/polls/morning-consult-22405,http://big.assets.huffingtonpost.com/MCTOPLINE.pdf,Nonpartisan,None
ABC/Post,2015-07-16,2015-07-19,2015-07-21 01:22:48 UTC,357,Registered Voters - Democrat,Live Phone,63,14,12,0,,1,2,6,http://elections.huffingtonpost.com/pollster/polls/abc-post-22400,http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-poll-july-16-19-2015/1778/,Nonpartisan,None
FOX,2015-07-13,2015-07-15,2015-07-17 02:36:39 UTC,316,Likely Voters - Democrat,Live Phone,59,19,8,1,,1,1,5,http://elections.huffingtonpost.com/pollster/polls/fox-22386,http://www.foxnews.com/politics/interactive/2015/07/16/fox-news-poll-trust-in-iran-nearly-triples-among-democrats-clinton-nature-is-to/,Nonpartisan,None
Lincoln Park Strategies (D),2015-07-09,2015-07-14,2015-07-21 19:25:50 UTC,421,Likely Voters - Democrat,Internet,63,16,,0,,1,2,17,http://elections.huffingtonpost.com/pollster/polls/lincoln-park-strategies-d-22402,http://www.lpstrategies.com/wp-content/uploads/2015/07/National-Omnibus-July-2015-MQ-for-Website.pdf,Nonpartisan,None
Monmouth University,2015-07-09,2015-07-12,2015-07-15 18:02:33 UTC,357,Registered Voters - Democrat,Live Phone,51,17,13,0,,1,1,17,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-22377,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/947b4d56-8c7b-4dd4-a2e3-d36b1c78d231.pdf,Nonpartisan,None
Suffolk/USA Today,2015-07-09,2015-07-12,2015-07-16 00:19:28 UTC,434,Likely Voters - Democrat,Live Phone,59,14,8,0,,0,2,16,http://elections.huffingtonpost.com/pollster/polls/suffolk-usa-today-22380,http://www.suffolk.edu/documents/SUPRC/7_15_2015_marginals.pdf,Nonpartisan,None
YouGov/Economist,2015-07-04,2015-07-06,2015-07-10 01:26:41 UTC,309,Registered Voters - Democrat,Internet,55,24,8,0,,0,1,8,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22360,https://today.yougov.com/news/2015/07/09/gop-frontrunner-donald-trump/,Nonpartisan,None
YouGov/Economist,2015-06-27,2015-06-29,2015-07-08 22:58:40 UTC,348,Registered Voters - Democrat,Internet,59,19,9,0,,2,1,9,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22352,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/enwytihwse/econTabReport.pdf,Nonpartisan,None
CNN,2015-06-26,2015-06-28,2015-07-01 18:33:34 UTC,490,Likely Voters - Democrat,Live Phone,58,15,17,0,,1,1,5,http://elections.huffingtonpost.com/pollster/polls/cnn-22330,http://i2.cdn.turner.com/cnn/2015/images/06/30/trumpbushclinton.pdf,Nonpartisan,None
FOX,2015-06-21,2015-06-23,2015-06-25 19:39:57 UTC,375,Registered Voters - Democrat,Live Phone,61,15,11,0,,1,2,5,http://elections.huffingtonpost.com/pollster/polls/fox-22300,http://www.foxnews.com/politics/interactive/2015/06/24/0624152016iranweb/,Nonpartisan,None
YouGov/Economist,2015-06-20,2015-06-22,2015-06-25 23:20:39 UTC,311,Registered Voters - Democrat,Internet,55,18,11,0,,2,0,12,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22306,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/iay0mr88pc/econTabReport.pdf,Nonpartisan,None
NBC/WSJ,2015-06-14,2015-06-18,2015-06-23 00:24:58 UTC,247,Likely Voters - Democrat,Live Phone,75,15,,0,,2,4,3,http://elections.huffingtonpost.com/pollster/polls/nbc-wsj-22284,http://online.wsj.com/public/resources/documents/WSJNBCpoll06222015.pdf,Nonpartisan,None
YouGov/Economist,2015-06-13,2015-06-15,2015-06-19 19:38:31 UTC,312,Registered Voters - Democrat,Internet,62,16,13,1,,1,1,6,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22276,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ttjqflfkfd/econTabReport.pdf,Nonpartisan,None
Monmouth University,2015-06-11,2015-06-14,2015-06-16 17:48:00 UTC,350,Registered Voters - Democrat,Live Phone,57,12,12,0,,1,2,16,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-22255,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/d4823715-88e1-49f5-bd3d-f82581d0c338.pdf,Nonpartisan,None
PPP (D),2015-06-11,2015-06-14,2015-06-17 18:33:48 UTC,471,Likely Voters - Democrat,IVR/Online,65,9,,4,,5,4,12,http://elections.huffingtonpost.com/pollster/polls/ppp-d-22258,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_61615.pdf,Pollster,Dem
YouGov/Economist,2015-06-06,2015-06-08,2015-06-15 20:31:52 UTC,327,Registered Voters - Democrat,Internet,57,11,13,2,,1,0,15,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22247,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uxmx78ih3n/econTabReport.pdf,Nonpartisan,None
FOX,2015-05-31,2015-06-02,2015-06-04 19:00:34 UTC,395,Registered Voters - Democrat,Live Phone,57,11,8,1,,4,2,6,http://elections.huffingtonpost.com/pollster/polls/fox-22210,http://www.foxnews.com/politics/interactive/2015/06/11/fox-news-poll-summer-vacation-and-2016-presidential-candidates-88883845/,Nonpartisan,None
YouGov/Economist,2015-05-30,2015-06-01,2015-06-05 22:05:57 UTC,327,Registered Voters - Democrat,Internet,61,11,13,1,,2,0,11,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22218,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/whzwibgmkd/econTabReport.pdf,Nonpartisan,None
CNN,2015-05-29,2015-05-31,2015-06-02 20:14:56 UTC,433,Adults - Democrat,Live Phone,60,10,14,0,,1,2,6,http://elections.huffingtonpost.com/pollster/polls/cnn-22199,http://i2.cdn.turner.com/cnn/2015/images/06/01/2016.poll.pdf,Nonpartisan,None
ABC/Post,2015-05-28,2015-05-31,2015-06-02 20:49:13 UTC,376,Registered Voters - Democrat,Live Phone,62,10,14,1,,3,1,6,http://elections.huffingtonpost.com/pollster/polls/abc-post-22200,http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-poll-may-28-31-2015/1718/,Nonpartisan,None
Quinnipiac,2015-05-19,2015-05-26,2015-05-28 21:52:59 UTC,748,Registered Voters - Democrat,Live Phone,57,15,9,1,,1,1,16,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22181,http://www.quinnipiac.edu/images/polling/us/us05282015_U32trdf.pdf,Nonpartisan,None
YouGov/Economist,2015-05-23,2015-05-25,2015-05-29 01:14:54 UTC,309,Registered Voters - Democrat,Internet,59,17,8,0,,3,1,10,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22188,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/olylop8wkh/econTabReport.pdf,Nonpartisan,None
YouGov/Economist,2015-05-16,2015-05-18,2015-05-21 00:50:28 UTC,325,Registered Voters - Democrat,Internet,60,12,11,,,2,3,11,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22155,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/nm33fk7pqr/econTabReport.pdf,Nonpartisan,None
Robert Morris University,2015-05-08,2015-05-16,2015-06-04 23:18:44 UTC,312,Adults - Democrat,Internet,56,5,8,,,1,,,http://elections.huffingtonpost.com/pollster/polls/robert-morris-university-22215,http://www.rmu.edu/News.aspx?id=1060,Nonpartisan,None
FOX,2015-05-09,2015-05-12,2015-05-14 19:14:57 UTC,370,Registered Voters - Democrat,Live Phone,63,6,6,0,,0,2,6,http://elections.huffingtonpost.com/pollster/polls/fox-22132,http://www.foxnews.com/politics/interactive/2015/05/13/fox-news-polls-huckabee-seen-as-more-ethical-than-most-clintons-favorable-slips/,Nonpartisan,None
YouGov/Economist,2015-05-09,2015-05-11,2015-05-18 19:00:58 UTC,314,Registered Voters - Democrat,Internet,64,16,7,,,0,1,8,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22145,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ihh96gmssm/econTabReport.pdf,Nonpartisan,None
PPP (D),2015-05-07,2015-05-10,2015-05-13 20:59:19 UTC,600,Likely Voters - Democrat,IVR/Online,63,13,,5,,2,6,11,http://elections.huffingtonpost.com/pollster/polls/ppp-d-22128,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_51315.pdf,Pollster,Dem
YouGov/Economist,2015-05-02,2015-05-04,2015-05-07 02:08:35 UTC,329,Registered Voters - Democrat,Internet,58,17,13,,,2,0,8,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22109,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/bjly8n5o7b/econToplines.pdf,Nonpartisan,None
YouGov/Economist,2015-04-25,2015-04-27,2015-05-01 23:25:02 UTC,329,Registered Voters - Democrat,Internet,59,10,7,,,2,1,15,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22090,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1i8b982g6q/econToplines.pdf,Nonpartisan,None
FOX,2015-04-19,2015-04-21,2015-04-24 16:40:24 UTC,388,Registered Voters - Democrat,Live Phone,62,4,9,0,,1,0,5,http://elections.huffingtonpost.com/pollster/polls/fox-22059,http://www.foxnews.com/politics/interactive/2015/04/23/fox-news-poll-042315/,Nonpartisan,None
Quinnipiac,2015-04-16,2015-04-21,2015-04-23 18:55:11 UTC,569,Registered Voters - Democrat,Live Phone,60,8,10,0,,3,1,17,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-22054,http://www.quinnipiac.edu/images/polling/us/us04232015_Uknh62d.pdf,Nonpartisan,None
YouGov/Economist,2015-04-18,2015-04-20,2015-04-23 20:19:36 UTC,336,Registered Voters - Democrat,Internet,65,8,9,,,2,2,9,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22055,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3nogobkv8t/econToplines.pdf,Nonpartisan,None
CNN,2015-04-16,2015-04-19,2015-04-20 18:02:18 UTC,458,Adults - Democrat,Live Phone,69,5,11,1,,1,3,5,http://elections.huffingtonpost.com/pollster/polls/cnn-22036,http://i2.cdn.turner.com/cnn/2015/images/04/20/cnnorc2016poll04202015.pdf,Nonpartisan,None
YouGov/Economist,2015-04-11,2015-04-13,2015-04-16 00:21:33 UTC,319,Registered Voters - Democrat,Internet,71,7,7,,,1,0,8,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-22021,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/22yxwjir5z/econToplines.pdf,Nonpartisan,None
Monmouth University,2015-03-30,2015-04-02,2015-04-07 18:45:22 UTC,356,Registered Voters - Democrat,Live Phone,60,7,16,,,2,1,14,http://elections.huffingtonpost.com/pollster/polls/monmouth-university-21981,http://cms.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/aa9cd63f-ee58-4b2d-bcad-81b1c91d6a0c.pdf,Nonpartisan,None
FOX,2015-03-29,2015-03-31,2015-04-03 21:16:49 UTC,397,Registered Voters - Democrat,Live Phone,61,3,12,,,2,1,3,http://elections.huffingtonpost.com/pollster/polls/fox-21968,http://www.foxnews.com/politics/interactive/2015/04/02/fox-news-poll-more-families-feel-worse-than-better-as-result-obamacare-walker/,Nonpartisan,None
PPP (D),2015-03-26,2015-03-31,2015-04-07 19:48:07 UTC,449,Likely Voters - Democrat,IVR/Online,54,6,7,,,3,2,13,http://elections.huffingtonpost.com/pollster/polls/ppp-d-21983,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_40715.pdf,Pollster,Dem
ABC/Post,2015-03-26,2015-03-29,2015-04-02 21:14:39 UTC,446,Registered Voters - Democrat,Live Phone,66,5,12,,,0,1,5,http://elections.huffingtonpost.com/pollster/polls/abc-post-21963,http://www.washingtonpost.com/page/2010-2019/WashingtonPost/2015/04/02/National-Politics/Polling/release_393.xml,Nonpartisan,None
YouGov/Economist,2015-03-21,2015-03-23,2015-03-27 20:44:33 UTC,345,Registered Voters - Democrat,Internet,64,7,11,,,3,1,7,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21931,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/onbotxemly/econToplines.pdf,Nonpartisan,None
YouGov/Economist,2015-03-14,2015-03-16,2015-03-24 23:40:28 UTC,321,Registered Voters - Democrat,Internet,61,9,8,,,2,1,11,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21911,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mfqsfo0scc/econToplines.pdf,Nonpartisan,None
CNN,2015-03-13,2015-03-15,2015-03-19 00:55:37 UTC,466,Adults - Democrat,Live Phone,62,3,15,,,1,1,3,http://elections.huffingtonpost.com/pollster/polls/cnn-21887,http://i2.cdn.turner.com/cnn/2015/images/03/17/poll.2016.pdf,Nonpartisan,None
YouGov/Economist,2015-03-07,2015-03-09,2015-03-25 19:51:35 UTC,293,Registered Voters - Democrat,Internet,59,7,13,,,4,0,9,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21914,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/w2usa9vt0b/econToplines%20(1).pdf,Nonpartisan,None
McClatchy/Marist,2015-03-01,2015-03-04,2015-03-09 19:46:00 UTC,462,Adults - Democrat,Live Phone,60,5,13,,,1,1,9,http://elections.huffingtonpost.com/pollster/polls/mcclatchy-marist-21830,http://maristpoll.marist.edu/wp-content/misc/usapolls/us150301/2016/Complete%20March%202015%20McClatchy_Marist%20Poll_2016_Tables.pdf#page=4,Nonpartisan,None
Quinnipiac,2015-02-26,2015-03-02,2015-03-05 21:56:04 UTC,493,Registered Voters - Democrat,Live Phone,56,4,10,,,0,1,15,http://elections.huffingtonpost.com/pollster/polls/quinnipiac-21821,http://www.quinnipiac.edu/news-and-events/quinnipiac-university-poll/national/release-detail?ReleaseID=2172,Nonpartisan,None
YouGov/Economist,2015-02-21,2015-02-23,2015-02-27 01:55:05 UTC,309,Registered Voters - Democrat,Internet,68,8,12,,,0,2,5,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21792,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2q8maq3vef/econToplines.pdf,Nonpartisan,None
PPP (D),2015-02-20,2015-02-22,2015-02-26 03:01:42 UTC,310,Likely Voters - Democrat,IVR/Online,54,5,16,,,1,2,10,http://elections.huffingtonpost.com/pollster/polls/ppp-d-21784,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_22515.pdf,Pollster,Dem
CNN,2015-02-12,2015-02-15,2015-02-18 23:55:19 UTC,1027,Adults,Live Phone,61,3,14,,,1,2,3,http://elections.huffingtonpost.com/pollster/polls/cnn-21748,http://i2.cdn.turner.com/cnn/2015/images/02/19/rel2d.2016[2].pdf,Nonpartisan,None
FOX,2015-01-25,2015-01-27,2015-01-29 20:42:15 UTC,390,Registered Voters - Democrat,Live Phone,55,3,17,,,2,1,3,http://elections.huffingtonpost.com/pollster/polls/fox-21658,http://www.foxnews.com/politics/interactive/2015/01/29/fox-news-poll-voters-believe-romney-clinton-remain-top-picks-for-2016-believe/,Nonpartisan,None
PPP (D),2015-01-22,2015-01-25,2015-01-30 21:02:41 UTC,386,Likely Voters - Democrat,IVR/Online,60,2,15,,,1,1,11,http://elections.huffingtonpost.com/pollster/polls/ppp-d-21663,http://www.publicpolicypolling.com/pdf/2014/PPP_Release_National_13015.pdf,Pollster,Dem
Rasmussen,2015-01-18,2015-01-19,2015-01-27 00:04:07 UTC,648,Likely Voters - Democrat,Automated Phone,59,4,6,,,2,3,9,http://elections.huffingtonpost.com/pollster/polls/rasmussen-21646,http://www.rasmussenreports.com/public_content/politics/general_politics/january_2015/clinton_vs_warren_and_the_winner_among_democrats_is,Nonpartisan,None
YouGov/Economist,2015-01-10,2015-01-12,2015-01-15 00:35:02 UTC,353,Registered Voters - Democrat,Internet,61,3,7,,,0,2,9,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-21599,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/jpkqpdm59t/econToplines.pdf,Nonpartisan,None
CNN,2014-12-18,2014-12-21,2015-01-08 02:01:23 UTC,469,Adults - Democrat,Live Phone,66,3,8,,,1,1,4,http://elections.huffingtonpost.com/pollster/polls/cnn-21580,http://i2.cdn.turner.com/cnn/2014/images/12/24/poll2.pdf,Nonpartisan,None
ABC/Post,2014-12-11,2014-12-14,2014-12-17 04:12:41 UTC,346,Registered Voters - Democrat,Live Phone,61,4,14,,,0,3,4,http://elections.huffingtonpost.com/pollster/polls/abc-post-21520,https://s3.amazonaws.com/s3.documentcloud.org/documents/1384634/2014-12-14-trend-for-release.pdf,Nonpartisan,None
FOX,2014-12-07,2014-12-09,2014-12-17 04:31:55 UTC,409,Registered Voters - Democrat,Live Phone,62,3,10,,,1,1,5,http://elections.huffingtonpost.com/pollster/polls/fox-21521,http://www.foxnews.com/politics/interactive/2014/12/16/fox-news-poll-your-2016-presidential-election-fix/,Nonpartisan,None
